filename,ita,category
wound_main-0001.jpg,-78.67,Dark
wound_main-0002.jpg,-50.56,Dark
wound_main-0003.jpg,-76.61,Dark
wound_main-0004.jpg,-80.41,Dark
wound_main-0005.jpg,49.81,Light
wound_main-0006.jpg,-84.03,Dark
wound_main-0007.jpg,-45.1,Dark
wound_main-0008.jpg,-91.76,Dark
wound_main-0009.jpg,51.52,Light
wound_main-0010.jpg,-65.23,Dark
wound_main-0011.jpg,-41.24,Dark
wound_main-0012.jpg,42.02,Light
wound_main-0013.jpg,-89.98,Dark
wound_main-0014.jpg,-90.0,Dark
wound_main-0015.jpg,-97.32,Dark
wound_main-0016.jpg,-47.04,Dark
wound_main-0017.jpg,112.02,Very Light
wound_main-0018.jpg,-78.36,Dark
wound_main-0019.jpg,148.59,Very Light
wound_main-0020.jpg,-63.59,Dark
wound_main-0021.jpg,-15.67,Brown
wound_main-0022.jpg,-51.47,Dark
wound_main-0023.jpg,-11.83,Brown
wound_main-0024.jpg,-46.59,Dark
wound_main-0025.jpg,-31.55,Dark
wound_main-0026.jpg,-38.72,Dark
wound_main-0027.jpg,129.92,Very Light
wound_main-0028.jpg,-25.86,Brown
wound_main-0029.jpg,63.41,Very Light
wound_main-0030.jpg,-37.83,Dark
wound_main-0031.jpg,6.69,Brown
wound_main-0032.jpg,-37.11,Dark
wound_main-0033.jpg,46.12,Light
wound_main-0034.jpg,25.49,Tan
wound_main-0035.jpg,57.59,Very Light
wound_main-0036.jpg,-50.1,Dark
wound_main-0037.jpg,69.46,Very Light
wound_main-0038.jpg,32.25,Intermediate
wound_main-0039.jpg,43.22,Light
wound_main-0040.jpg,52.06,Light
wound_main-0041.jpg,41.35,Light
wound_main-0042.jpg,-0.54,Brown
wound_main-0043.jpg,-27.52,Brown
wound_main-0044.jpg,-75.16,Dark
wound_main-0045.jpg,-64.4,Dark
wound_main-0046.jpg,-82.59,Dark
wound_main-0047.jpg,29.37,Intermediate
wound_main-0048.jpg,73.79,Very Light
wound_main-0049.jpg,64.85,Very Light
wound_main-0050.jpg,54.59,Light
wound_main-0051.jpg,31.97,Intermediate
wound_main-0052.jpg,-37.74,Dark
wound_main-0053.jpg,35.42,Intermediate
wound_main-0054.jpg,75.12,Very Light
wound_main-0055.jpg,-24.33,Brown
wound_main-0056.jpg,66.91,Very Light
wound_main-0057.jpg,64.27,Very Light
wound_main-0058.jpg,77.16,Very Light
wound_main-0059.jpg,26.06,Tan
wound_main-0060.jpg,46.57,Light
wound_main-0061.jpg,24.04,Tan
wound_main-0062.jpg,68.93,Very Light
wound_main-0063.jpg,-6.03,Brown
wound_main-0064.jpg,48.26,Light
wound_main-0065.jpg,7.69,Brown
wound_main-0066.jpg,7.4,Brown
wound_main-0067.jpg,-24.64,Brown
wound_main-0068.jpg,18.7,Tan
wound_main-0069.jpg,12.88,Tan
wound_main-0070.jpg,25.84,Tan
wound_main-0071.jpg,-69.81,Dark
wound_main-0072.jpg,-34.05,Dark
wound_main-0073.jpg,71.18,Very Light
wound_main-0074.jpg,33.0,Intermediate
wound_main-0075.jpg,-41.88,Dark
wound_main-0076.jpg,-68.65,Dark
wound_main-0077.jpg,-57.27,Dark
wound_main-0078.jpg,-42.73,Dark
wound_main-0079.jpg,-69.41,Dark
wound_main-0080.jpg,-37.03,Dark
wound_main-0081.jpg,53.39,Light
wound_main-0082.jpg,-45.08,Dark
wound_main-0083.jpg,-60.11,Dark
wound_main-0084.jpg,-26.7,Brown
wound_main-0085.jpg,-59.54,Dark
wound_main-0086.jpg,-57.02,Dark
wound_main-0087.jpg,-67.38,Dark
wound_main-0088.jpg,-42.61,Dark
wound_main-0089.jpg,20.41,Tan
wound_main-0090.jpg,19.25,Tan
wound_main-0091.jpg,51.64,Light
wound_main-0092.jpg,24.61,Tan
wound_main-0093.jpg,37.01,Intermediate
wound_main-0094.jpg,-39.13,Dark
wound_main-0095.jpg,-54.03,Dark
wound_main-0096.jpg,-9.88,Brown
wound_main-0097.jpg,50.18,Light
wound_main-0098.jpg,40.85,Intermediate
wound_main-0099.jpg,50.88,Light
wound_main-0100.jpg,-22.59,Brown
wound_main-0101.jpg,-43.29,Dark
wound_main-0102.jpg,-2.16,Brown
wound_main-0103.jpg,3.44,Brown
wound_main-0104.jpg,19.31,Tan
wound_main-0105.jpg,11.63,Tan
wound_main-0106.jpg,12.43,Tan
wound_main-0107.jpg,-56.52,Dark
